resource	period	day_id	hydrogen_electrolysis_load_min_mw	hydrogen_electrolysis_load_daily_mwh
Hydrogen_electrolysis	2020	1	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	2	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	3	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	4	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	5	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	6	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	7	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	8	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	9	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	10	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	11	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	12	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	13	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	14	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	15	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	16	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	17	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	18	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	19	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	20	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	21	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	22	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	23	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	24	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	25	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	26	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	27	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	28	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	29	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	30	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	31	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	32	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	33	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	34	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	35	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	36	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2020	37	7.95776530386308	763.945469170856
Hydrogen_electrolysis	2022	1	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	2	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	3	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	4	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	5	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	6	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	7	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	8	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	9	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	10	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	11	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	12	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	13	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	14	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	15	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	16	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	17	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	18	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	19	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	20	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	21	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	22	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	23	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	24	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	25	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	26	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	27	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	28	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	29	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	30	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	31	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	32	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	33	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	34	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	35	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	36	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2022	37	14.4352433637052	1385.7833629157
Hydrogen_electrolysis	2026	1	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	2	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	3	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	4	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	5	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	6	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	7	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	8	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	9	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	10	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	11	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	12	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	13	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	14	45.0220919713093	4322.12082924569
Hydrogen_electrolysis	2026	15	45.0220919713093	4322.12082924569
