zone	timepoint_id	input_load_mw
CAISO	20200613	30508.7558015488
CAISO	20200614	30514.0388462596
CAISO	20200615	30299.7893092535
CAISO	20200616	29602.0297301571
CAISO	20200617	29055.8590072113
CAISO	20200618	28782.3076662192
CAISO	20200619	30409.1211888747
CAISO	20200620	31217.3570245705
CAISO	20200621	30185.6878623993
CAISO	20200622	27707.7154041454
CAISO	20200623	25128.555704187
CAISO	20200624	23308.6847410788
CAISO	20200701	21833.2480680495
CAISO	20200702	20739.5605383809
CAISO	20200703	20220.8085282444
CAISO	20200704	20246.5916724443
CAISO	20200705	20460.6444648771
CAISO	20200706	21333.5853249211
CAISO	20200707	21749.2327651587
CAISO	20200708	23070.6719349692
CAISO	20200709	23577.4231808828
CAISO	20200710	23996.3259997405
CAISO	20200711	24187.0966246097
CAISO	20200712	24000.36652153
CAISO	20200713	23994.7222176875
CAISO	20200714	23770.3671347809
CAISO	20200715	23516.6323088632
CAISO	20200716	23261.5236001967
CAISO	20200717	23433.3616835116
CAISO	20200718	23810.2785230103
CAISO	20200719	25830.9058482314
CAISO	20200720	27494.3099148282
CAISO	20200721	27191.0404244207
CAISO	20200722	25448.7412437826
CAISO	20200723	23593.8248693867
CAISO	20200724	21994.2402549431
CAISO	20200801	21775.0592212324
CAISO	20200802	20929.7133770867
CAISO	20200803	20631.2477156148
CAISO	20200804	20634.170955708
CAISO	20200805	20867.9663925966
CAISO	20200806	21092.5172452503
CAISO	20200807	21516.4773778904
CAISO	20200808	22571.9103908228
CAISO	20200809	23426.7556310886
CAISO	20200810	24117.8991261261
CAISO	20200811	24750.2815348749
CAISO	20200812	24715.2580681398
CAISO	20200813	24759.4899187119
CAISO	20200814	24465.5160369349
CAISO	20200815	24309.4553467458
CAISO	20200816	24402.4406324315
CAISO	20200817	24805.9950164643
CAISO	20200818	25226.5534910759
CAISO	20200819	26749.4583587009
CAISO	20200820	28771.3472851529
CAISO	20200821	28163.625435506
CAISO	20200822	26188.5708675997
CAISO	20200823	23742.4142460803
CAISO	20200824	22221.8002094599
CAISO	20200901	22341.9525440793
CAISO	20200902	21448.191345964
CAISO	20200903	21260.4682282474
CAISO	20200904	21185.3535904988
CAISO	20200905	21344.9767947617
CAISO	20200906	21705.3526878525
CAISO	20200907	22868.1446227898
CAISO	20200908	24384.2836281217
CAISO	20200909	25332.5812949294
CAISO	20200910	26140.9553133561
CAISO	20200911	26433.2512737429
CAISO	20200912	26450.6108324928
CAISO	20200913	26276.5909331198
CAISO	20200914	25917.2948157348
CAISO	20200915	25642.6995971709
CAISO	20200916	25336.9616041033
CAISO	20200917	25316.6914439316
CAISO	20200918	25594.9888303256
CAISO	20200919	25923.2219814146
CAISO	20200920	27813.2561664415
CAISO	20200921	27874.5747417724
CAISO	20200922	26516.6574762416
CAISO	20200923	24451.1571276053
CAISO	20200924	22567.1179929004
CAISO	20201001	22258.8256200549
CAISO	20201002	21625.8751460662
CAISO	20201003	21390.3540470355
CAISO	20201004	21844.1344633921
CAISO	20201005	23360.8047023531
CAISO	20201006	25369.1718642275
CAISO	20201007	27870.3072759575
CAISO	20201008	29421.7752239997
CAISO	20201009	30432.4180838257
CAISO	20201010	31431.9840275086
CAISO	20201011	32091.077540153
CAISO	20201012	32515.7590266223
CAISO	20201013	33183.3992329963
CAISO	20201014	33609.6525476419
CAISO	20201015	33798.489930514
CAISO	20201016	33553.018957364
CAISO	20201017	32969.563886927
CAISO	20201018	32259.6899639811
CAISO	20201019	31564.4228630198
CAISO	20201020	33178.0600256656
CAISO	20201021	32502.6662368304
CAISO	20201022	29575.7282803392
CAISO	20201023	26681.0368645596
CAISO	20201024	24537.2260922784
CAISO	20201101	23622.0123069332
CAISO	20201102	22742.1796531654
CAISO	20201103	22233.6002458217
CAISO	20201104	22008.1120529989
CAISO	20201105	22210.7294902468
CAISO	20201106	22016.8798226355
CAISO	20201107	23113.630244029
CAISO	20201108	24713.0918060321
CAISO	20201109	26090.0937111558
CAISO	20201110	27046.9430580515
CAISO	20201111	27657.3146189299
CAISO	20201112	27911.7823599026
CAISO	20201113	28213.5941605197
CAISO	20201114	28481.6321881066
CAISO	20201115	28682.8267972247
CAISO	20201116	28606.8322214903
CAISO	20201117	28594.5365278972
CAISO	20201118	28374.4692701414
CAISO	20201119	28226.7133334139
CAISO	20201120	29650.4093766439
CAISO	20201121	30122.4099243922
CAISO	20201122	28344.833604034
CAISO	20201123	26032.5743995209
CAISO	20201124	24221.7671338416
CAISO	20201201	25963.0743047701
CAISO	20201202	24476.4151056243
CAISO	20201203	23510.6376161464
CAISO	20201204	23222.8042303053
CAISO	20201205	23403.6008499968
CAISO	20201206	23289.760846759
CAISO	20201207	24475.8727114787
CAISO	20201208	26573.0567310779
CAISO	20201209	28388.5531604302
CAISO	20201210	29716.3564057848
CAISO	20201211	30864.974799721
CAISO	20201212	31678.4711047578
CAISO	20201213	32097.6996855594
CAISO	20201214	32763.707861913
CAISO	20201215	32917.1044897171
CAISO	20201216	32830.7190484797
CAISO	20201217	32442.2740236762
CAISO	20201218	31830.4711364555
CAISO	20201219	30868.0713442889
CAISO	20201220	31469.8499262278
CAISO	20201221	32097.7134565218
CAISO	20201222	29634.3400129623
CAISO	20201223	27574.5788401733
CAISO	20201224	25205.7820969803
CAISO	20201301	25722.2127625965
CAISO	20201302	24803.4188099266
CAISO	20201303	24301.0636088618
CAISO	20201304	24395.6891359702
CAISO	20201305	25675.2461917204
CAISO	20201306	27365.4881894245
CAISO	20201307	29511.6778215364
CAISO	20201308	31421.533193413
CAISO	20201309	32862.949241146
CAISO	20201310	34769.2834096202
CAISO	20201311	35996.4708087708
CAISO	20201312	36639.0653341117
CAISO	20201313	37675.8223234852
CAISO	20201314	38316.5575297674
CAISO	20201315	38674.2224800414
CAISO	20201316	38737.7343581291
CAISO	20201317	38426.7562652662
CAISO	20201318	37126.0013745445
CAISO	20201319	35818.1049602755
CAISO	20201320	36340.2865076498
CAISO	20201321	36026.005485045
CAISO	20201322	32928.9116577766
CAISO	20201323	29916.4086556103
CAISO	20201324	27608.3209716362
CAISO	20201401	25090.0188972358
CAISO	20201402	24158.8361273
CAISO	20201403	23708.517463839
CAISO	20201404	24002.1742758002
CAISO	20201405	25438.9584873203
CAISO	20201406	27005.7864281071
CAISO	20201407	28775.936987979
CAISO	20201408	30576.8287078781
CAISO	20201409	32130.6821975086
CAISO	20201410	33479.1827959272
CAISO	20201411	34394.5779222799
CAISO	20201412	34608.1144677089
CAISO	20201413	35326.554356901
CAISO	20201414	35860.409368662
CAISO	20201415	36170.1832549375
CAISO	20201416	35858.3528752517
CAISO	20201417	35411.1830956762
CAISO	20201418	34428.8124151541
CAISO	20201419	33654.686633025
CAISO	20201420	34922.9130364694
CAISO	20201421	34382.5207881317
CAISO	20201422	31682.7623333865
CAISO	20201423	28717.3603553254
CAISO	20201424	26485.6036524247
CAISO	20201501	29037.6676475123
CAISO	20201502	27398.2998942196
CAISO	20201503	26359.3688725199
CAISO	20201504	25809.8191912078
CAISO	20201505	25758.3372098233
CAISO	20201506	25630.3383781641
CAISO	20201507	26526.7409735161
CAISO	20201508	29336.0523354177
CAISO	20201509	32370.3977706448
CAISO	20201510	35559.4663542997
CAISO	20201511	38478.0272718563
CAISO	20201512	40821.5622048498
CAISO	20201513	42595.9961389917
CAISO	20201514	43901.7195937597
CAISO	20201515	44459.2429251352
CAISO	20201516	44399.7174395806
CAISO	20201517	44071.9718937413
CAISO	20201518	42972.0139587349
CAISO	20201519	42135.7007194426
CAISO	20201520	41876.184517938
CAISO	20201521	40109.4414435573
CAISO	20201522	36818.5702936295
CAISO	20201523	33595.6107543477
CAISO	20201524	30584.0282271492
CAISO	20201601	23260.3464278172
CAISO	20201602	22475.107818875
CAISO	20201603	22091.8404104178
CAISO	20201604	22453.569633723
CAISO	20201605	23926.4276216358
CAISO	20201606	26665.2685822678
CAISO	20201607	28052.1200293637
CAISO	20201608	29463.8599811052
CAISO	20201609	30973.865447035
CAISO	20201610	32385.0569431183
CAISO	20201611	33359.4869250545
CAISO	20201612	33988.5290500449
CAISO	20201613	35095.8694188911
CAISO	20201614	35618.1216147292
CAISO	20201615	35591.6783048333
CAISO	20201616	35305.6319513123
CAISO	20201617	34397.0370238526
CAISO	20201618	33358.3851953142
CAISO	20201619	34766.4989046804
CAISO	20201620	34403.0740481453
CAISO	20201621	32967.7995833118
CAISO	20201622	29709.1401164435
CAISO	20201623	26941.3004861953
CAISO	20201624	24966.726336201
CAISO	20201701	23037.4759575401
CAISO	20201702	22066.9853009552
CAISO	20201703	21499.1741954635
CAISO	20201704	21302.0466020876
CAISO	20201705	21824.52404151
CAISO	20201706	23666.3680503707
CAISO	20201707	26727.377532075
CAISO	20201708	28152.2864765504
CAISO	20201709	28428.1858453798
CAISO	20201710	28783.7734478886
CAISO	20201711	28895.6224979807
CAISO	20201712	28813.5881937316
CAISO	20201713	28705.3745780696
CAISO	20201714	28729.1468045389
CAISO	20201715	28745.1110341156
CAISO	20201716	28442.0903871448
CAISO	20201717	28935.4070811756
CAISO	20201718	32379.8048723242
CAISO	20201719	32699.6097319519
CAISO	20201720	32458.6289353898
CAISO	20201721	31636.9157505728
CAISO	20201722	30306.0246637307
CAISO	20201723	27808.0982499639
CAISO	20201724	25154.1618287507
CAISO	20201801	22482.5602804906
CAISO	20201802	21613.6423136457
CAISO	20201803	21205.7908803278
CAISO	20201804	21057.1483250634
CAISO	20201805	21736.6028643469
CAISO	20201806	23494.3324000149
CAISO	20201807	26302.5650838268
CAISO	20201808	28333.7331887438
CAISO	20201809	29055.0143381961
CAISO	20201810	29568.8154145962
CAISO	20201811	29759.3365558526
CAISO	20201812	29575.3392770582
CAISO	20201813	29294.4493473277
CAISO	20201814	29073.6913150047
CAISO	20201815	28747.3475773645
CAISO	20201816	28416.819633738
CAISO	20201817	28335.6131656674
CAISO	20201818	30877.212075171
CAISO	20201819	32730.5037089018
CAISO	20201820	32380.3999093118
CAISO	20201821	31638.2612108218
CAISO	20201822	30491.2572205498
CAISO	20201823	27717.3223451752
CAISO	20201824	25353.5502190591
CAISO	20201901	22572.0679338959
CAISO	20201902	21979.3912926212
CAISO	20201903	21732.9362394271
CAISO	20201904	22014.1910620216
CAISO	20201905	23420.5562880105
CAISO	20201906	25698.4955078568
CAISO	20201907	27201.4548525959
CAISO	20201908	28024.8280580869
CAISO	20201909	28544.8603653882
CAISO	20201910	29077.8437920202
CAISO	20201911	29309.0471905583
CAISO	20201912	29166.0316935113
CAISO	20201913	29174.9443049528
CAISO	20201914	28942.3774468732
CAISO	20201915	28442.5537729688
CAISO	20201916	27768.8814339768
CAISO	20201917	27231.2516316292
CAISO	20201918	27009.7683441071
CAISO	20201919	28581.9791838004
CAISO	20201920	29543.7083334054
CAISO	20201921	29052.7860890405
CAISO	20201922	27467.9987504504
CAISO	20201923	25280.3603976859
CAISO	20201924	23468.430646717
CAISO	20202001	23175.0641842045
CAISO	20202002	22530.8914147692
CAISO	20202003	22255.9576096035
CAISO	20202004	22616.0513941449
CAISO	20202005	23978.4035149175
CAISO	20202006	25520.6443071556
CAISO	20202007	27528.4527309259
CAISO	20202008	28746.9208173054
CAISO	20202009	29459.0450262214
CAISO	20202010	30063.5112217195
CAISO	20202011	30307.9125531379
CAISO	20202012	30279.5818025567
CAISO	20202013	30505.5403592769
CAISO	20202014	30439.3058515401
CAISO	20202015	30142.986074931
CAISO	20202016	29605.6940249989
CAISO	20202017	29151.2859686859
CAISO	20202018	29018.1889200883
CAISO	20202019	29663.1268851201
CAISO	20202020	31238.8434185143
CAISO	20202021	30502.604637321
CAISO	20202022	28164.6847264991
CAISO	20202023	25652.2769930586
CAISO	20202024	24125.1856167154
CAISO	20202101	25597.3088695958
CAISO	20202102	24700.7323872317
CAISO	20202103	24195.2075356866
CAISO	20202104	24501.289003058
CAISO	20202105	25743.1521086052
CAISO	20202106	27039.2213783572
CAISO	20202107	29449.0060856809
CAISO	20202108	31681.2438174043
CAISO	20202109	33850.6618915021
CAISO	20202110	35880.2223015615
CAISO	20202111	37406.3774673593
CAISO	20202112	38642.1426782367
CAISO	20202113	40174.7838311071
CAISO	20202114	41298.8976979237
CAISO	20202115	42012.1927730301
CAISO	20202116	41926.7345301928
CAISO	20202117	41057.8858094411
CAISO	20202118	39508.0041335391
CAISO	20202119	37857.4186188476
CAISO	20202120	37934.2933507753
CAISO	20202121	36159.3561624674
CAISO	20202122	32567.7272742581
CAISO	20202123	29350.0433223867
CAISO	20202124	27220.506869917
CAISO	20202201	22192.3908991211
CAISO	20202202	21519.5402440389
CAISO	20202203	21306.1033364464
CAISO	20202204	21741.2746840177
CAISO	20202205	22892.121297159
CAISO	20202206	24545.1100014256
CAISO	20202207	26215.7999159866
CAISO	20202208	27740.8757836799
CAISO	20202209	28927.2400592531
CAISO	20202210	30011.465824752
CAISO	20202211	30554.0805641036
CAISO	20202212	30762.7640650933
CAISO	20202213	31255.5970079629
CAISO	20202214	31448.762194306
CAISO	20202215	31381.8806244525
CAISO	20202216	31020.2032317266
CAISO	20202217	30519.746456813
CAISO	20202218	29863.5392058805
CAISO	20202219	29501.8971769324
CAISO	20202220	30859.7080795591
CAISO	20202221	30690.8945893145
CAISO	20202222	28280.4000303494
CAISO	20202223	25921.2347975734
CAISO	20202224	24439.3292688343
CAISO	20202301	25646.8794840495
CAISO	20202302	24649.5227677467
CAISO	20202303	23913.6940110139
CAISO	20202304	23543.4754345598
CAISO	20202305	23564.9787399545
CAISO	20202306	23456.8080889432
CAISO	20202307	24233.2487881435
CAISO	20202308	25774.7888686283
CAISO	20202309	27411.1156491508
CAISO	20202310	29056.1526239768
CAISO	20202311	30615.1883287238
CAISO	20202312	32055.362096756
CAISO	20202313	33533.8652825867
CAISO	20202314	34798.7741709364
CAISO	20202315	35884.3125424893
CAISO	20202316	36415.9572805681
CAISO	20202317	36513.2529394816
CAISO	20202318	35893.787014242
CAISO	20202319	34716.9649157116
CAISO	20202320	35323.167040075
CAISO	20202321	34573.3951508755
CAISO	20202322	31957.7685228743
CAISO	20202323	29149.2922634138
CAISO	20202324	26912.1339964974
CAISO	20202401	22413.7267686578
CAISO	20202402	21726.2295664915
CAISO	20202403	21363.3894521163
CAISO	20202404	21661.7741686975
CAISO	20202405	23093.8720943337
CAISO	20202406	25378.8208914785
CAISO	20202407	27059.1355401557
CAISO	20202408	27737.5781643029
CAISO	20202409	28799.5785978217
CAISO	20202410	29952.4636350955
CAISO	20202411	30784.0825383382
CAISO	20202412	31579.845569404
CAISO	20202413	32559.3225079871
CAISO	20202414	33196.6625234429
CAISO	20202415	33415.0067542394
CAISO	20202416	33074.6752480281
CAISO	20202417	32281.6708030294
CAISO	20202418	33385.4548820342
CAISO	20202419	33347.3709553419
CAISO	20202420	32188.9815227968
CAISO	20202421	30452.257257759
CAISO	20202422	27897.4866086299
CAISO	20202423	25338.6169618104
CAISO	20202424	23337.9793893102
CAISO	20202501	22676.9573907483
CAISO	20202502	21932.1845066393
CAISO	20202503	21338.5658559641
CAISO	20202504	21204.8337983093
CAISO	20202505	21754.0810171139
CAISO	20202506	23517.288278525
CAISO	20202507	25406.493055817
CAISO	20202508	26747.7285706562
CAISO	20202509	27495.0638832014
CAISO	20202510	28146.5206167435
CAISO	20202511	28422.4292869699
CAISO	20202512	28539.8596216308
CAISO	20202513	28586.4765003985
CAISO	20202514	28662.1914100873
CAISO	20202515	28551.4491834372
CAISO	20202516	28245.4141347609
CAISO	20202517	28416.4917330923
CAISO	20202518	31039.0411796676
CAISO	20202519	31434.5704939284
CAISO	20202520	30754.3200239567
CAISO	20202521	29741.8888367188
CAISO	20202522	28415.8954495714
CAISO	20202523	26341.6741197482
CAISO	20202524	24523.8491339972
CAISO	20202601	24646.4105232683
CAISO	20202602	23347.4408551172
CAISO	20202603	22689.3505225906
CAISO	20202604	22204.971316167
CAISO	20202605	22224.5980249378
CAISO	20202606	22824.6468321956
CAISO	20202607	23595.7609856618
CAISO	20202608	24290.1660514541
CAISO	20202609	25522.8650705399
CAISO	20202610	26241.4892340611
CAISO	20202611	26295.47473105
CAISO	20202612	25981.3236346992
CAISO	20202613	25489.5566335419
CAISO	20202614	24934.5350894939
CAISO	20202615	24554.9285639594
CAISO	20202616	24651.5744419157
CAISO	20202617	25793.4917162107
CAISO	20202618	30023.3678908252
CAISO	20202619	30679.7830834969
CAISO	20202620	30314.9629764378
CAISO	20202621	29943.4975287063
CAISO	20202622	29491.5337499853
CAISO	20202623	27898.4694922255
CAISO	20202624	25932.0567578319
CAISO	20202701	24184.0501390333
CAISO	20202702	23086.8803700266
CAISO	20202703	22452.5784312295
CAISO	20202704	22314.6851677807
CAISO	20202705	22831.8624640887
CAISO	20202706	24500.4797625008
CAISO	20202707	27106.1143589505
CAISO	20202708	28907.3648939926
CAISO	20202709	29421.6965654192
CAISO	20202710	29523.4193494333
CAISO	20202711	29592.7955761153
CAISO	20202712	29252.9559621826
CAISO	20202713	28944.2663305029
CAISO	20202714	28739.3200289533
CAISO	20202715	28454.5013054593
CAISO	20202716	28109.2094580275
CAISO	20202717	28584.1600711891
CAISO	20202718	31826.8947953991
CAISO	20202719	32740.1580864874
CAISO	20202720	32192.7010859742
CAISO	20202721	31406.3898941349
CAISO	20202722	30294.1575232362
CAISO	20202723	27622.2334072987
CAISO	20202724	25448.7150156314
CAISO	20202801	22811.4231520645
CAISO	20202802	21803.1104527337
CAISO	20202803	21163.0874049676
CAISO	20202804	20956.7421863136
CAISO	20202805	21413.432021395
CAISO	20202806	23051.1958447207
CAISO	20202807	25698.5585589814
CAISO	20202808	27540.594249549
CAISO	20202809	28313.1888971804
CAISO	20202810	28982.8413948086
CAISO	20202811	29488.2266033842
CAISO	20202812	29689.9349264012
CAISO	20202813	29662.1490015264
CAISO	20202814	29668.6063886767
CAISO	20202815	29498.9503554059
CAISO	20202816	29198.9810674426
CAISO	20202817	29218.6239170214
CAISO	20202818	31347.5355195604
CAISO	20202819	32081.4237218406
CAISO	20202820	31314.3977718571
CAISO	20202821	30283.2106748097
CAISO	20202822	29106.9529539213
CAISO	20202823	26474.9044909792
CAISO	20202824	24362.4958398495
CAISO	20202901	21860.4540267671
CAISO	20202902	21193.9889237988
CAISO	20202903	20908.8626440537
CAISO	20202904	21330.2843485191
CAISO	20202905	22842.067263345
CAISO	20202906	25441.3239821143
CAISO	20202907	26901.0077247127
CAISO	20202908	27744.7474229537
CAISO	20202909	28286.7860585892
CAISO	20202910	28718.3814977665
CAISO	20202911	28962.9522152857
CAISO	20202912	28896.7340235331
CAISO	20202913	29010.7706490993
CAISO	20202914	28951.3452559719
CAISO	20202915	28636.7448932453
CAISO	20202916	28248.9270795587
CAISO	20202917	27878.880780442
CAISO	20202918	27754.7365846815
CAISO	20202919	29608.4122032359
CAISO	20202920	30339.9245928119
CAISO	20202921	29246.8875399491
CAISO	20202922	26967.9338555353
CAISO	20202923	24633.2899799244
CAISO	20202924	23010.8508474339
CAISO	20203001	22573.4991231216
CAISO	20203002	21848.25266155
CAISO	20203003	21485.9023365756
CAISO	20203004	21482.93359146
CAISO	20203005	22008.7470188827
CAISO	20203006	22533.1645763709
CAISO	20203007	22815.6771700059
CAISO	20203008	23977.2433591375
CAISO	20203009	24638.6831230517
CAISO	20203010	25000.3671039646
CAISO	20203011	25043.3502846594
CAISO	20203012	24882.8560667682
CAISO	20203013	24678.9232591251
CAISO	20203014	24471.761703336
CAISO	20203015	24263.7416043084
CAISO	20203016	24056.3639603425
CAISO	20203017	24216.8960069552
CAISO	20203018	24583.0671784582
CAISO	20203019	26361.749580871
CAISO	20203020	27567.5164485895
CAISO	20203021	27313.735061876
CAISO	20203022	26042.9534241381
CAISO	20203023	24290.3779253371
CAISO	20203024	22731.6061495192
CAISO	20203101	22254.3623132325
CAISO	20203102	21594.6366761771
CAISO	20203103	21153.5315267741
CAISO	20203104	21508.2212264077
CAISO	20203105	22965.6541384574
CAISO	20203106	24915.9462688098
CAISO	20203107	26347.4008134344
CAISO	20203108	27415.8687530199
CAISO	20203109	28012.2325106338
CAISO	20203110	28548.5795503214
CAISO	20203111	28893.1883755784
CAISO	20203112	28815.9825923411
CAISO	20203113	28851.4312928092
CAISO	20203114	28918.4524916773
CAISO	20203115	28408.8606408463
CAISO	20203116	27959.1851044458
CAISO	20203117	27513.1347126878
CAISO	20203118	27065.9938949382
CAISO	20203119	27928.2505600177
CAISO	20203120	29278.1813301475
CAISO	20203121	28701.2447555057
CAISO	20203122	26748.6277796354
CAISO	20203123	24702.0552674446
CAISO	20203124	23047.8721551525
CAISO	20203201	22584.9392615707
CAISO	20203202	22066.4876598478
CAISO	20203203	21773.4734143116
CAISO	20203204	21857.4369290615
CAISO	20203205	23130.1643441853
CAISO	20203206	24975.9259539676
CAISO	20203207	26536.4966713109
CAISO	20203208	27595.2158937179
CAISO	20203209	28298.612337421
CAISO	20203210	28867.648801881
CAISO	20203211	29049.7058834296
CAISO	20203212	28915.2704425011
CAISO	20203213	28954.1036728917
CAISO	20203214	28705.0995719564
CAISO	20203215	28208.052923104
CAISO	20203216	27582.161440523
CAISO	20203217	27053.2315324213
CAISO	20203218	26738.0192942458
CAISO	20203219	27676.8725558688
CAISO	20203220	29186.2306391972
CAISO	20203221	28676.1586827161
CAISO	20203222	27045.3697289966
CAISO	20203223	24955.4374580362
CAISO	20203224	23244.7657209437
CAISO	20203301	22091.1600816285
CAISO	20203302	21323.0482626544
CAISO	20203303	21138.1332694747
CAISO	20203304	21040.0605879791
CAISO	20203305	21277.6125684792
CAISO	20203306	21320.9635982964
CAISO	20203307	21854.3561956605
CAISO	20203308	23166.11800848
CAISO	20203309	24173.2349798934
CAISO	20203310	24758.376633507
CAISO	20203311	24906.8522480279
CAISO	20203312	24952.9302098507
CAISO	20203313	24781.2921772218
CAISO	20203314	24574.9176962995
CAISO	20203315	24326.5627926308
CAISO	20203316	24054.6335628884
CAISO	20203317	24144.2491446355
CAISO	20203318	24382.6873148618
CAISO	20203319	25471.169516387
CAISO	20203320	27324.8500947703
CAISO	20203321	27164.8053842723
CAISO	20203322	25674.9764422994
CAISO	20203323	23944.5707998525
CAISO	20203324	22517.7903776506
CAISO	20203401	22091.1600816285
CAISO	20203402	21323.0482626544
CAISO	20203403	21138.1332694747
CAISO	20203404	21040.0605879791
CAISO	20203405	21277.6125684792
CAISO	20203406	21320.9635982964
CAISO	20203407	21854.3561956605
CAISO	20203408	23166.11800848
CAISO	20203409	24173.2349798934
CAISO	20203410	24758.376633507
CAISO	20203411	24906.8522480279
CAISO	20203412	24952.9302098507
CAISO	20203413	24781.2921772218
CAISO	20203414	24574.9176962995
CAISO	20203415	24326.5627926308
CAISO	20203416	24054.6335628884
CAISO	20203417	24144.2491446355
CAISO	20203418	24382.6873148618
CAISO	20203419	25471.169516387
CAISO	20203420	27324.8500947703
CAISO	20203421	27164.8053842723
CAISO	20203422	25674.9764422994
CAISO	20203423	23944.5707998525
CAISO	20203424	22517.7903776506
CAISO	20203501	25075.2294095661
CAISO	20203502	24060.388969996
CAISO	20203503	23601.8557320869
CAISO	20203504	23803.6924183123
CAISO	20203505	24750.1338194276
CAISO	20203506	26345.7727652639
CAISO	20203507	28593.3949555416
CAISO	20203508	30453.4542152445
